eta, f, f_linha, f_duas_linhas
8.0500, 6.329214, 0.999997, 0.000010
8.0600, 6.339213, 0.999997, 0.000010
8.0700, 6.349213, 0.999997, 0.000010
8.0800, 6.359213, 0.999997, 0.000010
8.0900, 6.369213, 0.999997, 0.000009
8.1000, 6.379213, 0.999997, 0.000009
8.1100, 6.389213, 0.999997, 0.000009
8.1200, 6.399213, 0.999998, 0.000008
8.1300, 6.409213, 0.999998, 0.000008
8.1400, 6.419213, 0.999998, 0.000008
8.1500, 6.429213, 0.999998, 0.000008
8.1600, 6.439213, 0.999998, 0.000007
8.1700, 6.449213, 0.999998, 0.000007
8.1800, 6.459213, 0.999998, 0.000007
8.1900, 6.469213, 0.999998, 0.000007
8.2000, 6.479213, 0.999998, 0.000006
8.2100, 6.489213, 0.999998, 0.000006
8.2200, 6.499213, 0.999998, 0.000006
8.2300, 6.509213, 0.999998, 0.000006
8.2400, 6.519213, 0.999998, 0.000006
8.2500, 6.529213, 0.999998, 0.000005
8.2600, 6.539213, 0.999998, 0.000005
8.2700, 6.549213, 0.999999, 0.000005
8.2800, 6.559213, 0.999999, 0.000005
8.2900, 6.569213, 0.999999, 0.000005
8.3000, 6.579213, 0.999999, 0.000005
8.3100, 6.589213, 0.999999, 0.000005
8.3200, 6.599213, 0.999999, 0.000004
8.3300, 6.609213, 0.999999, 0.000004
8.3400, 6.619213, 0.999999, 0.000004
8.3500, 6.629213, 0.999999, 0.000004
8.3600, 6.639213, 0.999999, 0.000004
8.3700, 6.649213, 0.999999, 0.000004
8.3800, 6.659213, 0.999999, 0.000004
8.3900, 6.669213, 0.999999, 0.000003
8.4000, 6.679213, 0.999999, 0.000003
8.4100, 6.689213, 0.999999, 0.000003
8.4200, 6.699213, 0.999999, 0.000003
8.4300, 6.709213, 0.999999, 0.000003
8.4400, 6.719213, 0.999999, 0.000003
8.4500, 6.729213, 0.999999, 0.000003
8.4600, 6.739213, 0.999999, 0.000003
8.4700, 6.749213, 0.999999, 0.000003
8.4800, 6.759213, 0.999999, 0.000003
8.4900, 6.769213, 0.999999, 0.000002
8.5000, 6.779213, 0.999999, 0.000002
8.5100, 6.789213, 0.999999, 0.000002
8.5200, 6.799213, 0.999999, 0.000002
8.5300, 6.809213, 0.999999, 0.000002
8.5400, 6.819213, 0.999999, 0.000002
8.5500, 6.829213, 0.999999, 0.000002
8.5600, 6.839213, 0.999999, 0.000002
8.5700, 6.849213, 1.000000, 0.000002
8.5800, 6.859213, 1.000000, 0.000002
8.5900, 6.869213, 1.000000, 0.000002
8.6000, 6.879213, 1.000000, 0.000002
8.6100, 6.889213, 1.000000, 0.000002
8.6200, 6.899213, 1.000000, 0.000002
8.6300, 6.909213, 1.000000, 0.000002
8.6400, 6.919213, 1.000000, 0.000001
8.6500, 6.929213, 1.000000, 0.000001
8.6600, 6.939213, 1.000000, 0.000001
8.6700, 6.949213, 1.000000, 0.000001
8.6800, 6.959213, 1.000000, 0.000001
8.6900, 6.969213, 1.000000, 0.000001
8.7000, 6.979213, 1.000000, 0.000001
8.7100, 6.989213, 1.000000, 0.000001
8.7200, 6.999213, 1.000000, 0.000001
8.7300, 7.009213, 1.000000, 0.000001
8.7400, 7.019213, 1.000000, 0.000001
8.7500, 7.029213, 1.000000, 0.000001
8.7600, 7.039213, 1.000000, 0.000001
8.7700, 7.049213, 1.000000, 0.000001
8.7800, 7.059213, 1.000000, 0.000001
8.7900, 7.069213, 1.000000, 0.000001
8.8000, 7.079213, 1.000000, 0.000001
8.8100, 7.089213, 1.000000, 0.000001
8.8200, 7.099213, 1.000000, 0.000001
8.8300, 7.109213, 1.000000, 0.000001
8.8400, 7.119213, 1.000000, 0.000001
8.8500, 7.129213, 1.000000, 0.000001
8.8600, 7.139213, 1.000000, 0.000001
8.8700, 7.149213, 1.000000, 0.000001
8.8800, 7.159213, 1.000000, 0.000001
8.8900, 7.169213, 1.000000, 0.000001
8.9000, 7.179213, 1.000000, 0.000001
8.9100, 7.189213, 1.000000, 0.000001
8.9200, 7.199213, 1.000000, 0.000001
8.9300, 7.209213, 1.000000, 0.000001
8.9400, 7.219213, 1.000000, 0.000001
8.9500, 7.229213, 1.000000, 0.000000
8.9600, 7.239213, 1.000000, 0.000000
8.9700, 7.249213, 1.000000, 0.000000
8.9800, 7.259213, 1.000000, 0.000000
8.9900, 7.269213, 1.000000, 0.000000
9.0000, 7.279213, 1.000000, 0.000000
9.0100, 7.289213, 1.000000, 0.000000
9.0200, 7.299213, 1.000000, 0.000000
9.0300, 7.309213, 1.000000, 0.000000
9.0400, 7.319213, 1.000000, 0.000000
9.0500, 7.329213, 1.000000, 0.000000
9.0600, 7.339213, 1.000000, 0.000000
9.0700, 7.349213, 1.000000, 0.000000
9.0800, 7.359213, 1.000000, 0.000000
9.0900, 7.369213, 1.000000, 0.000000
9.1000, 7.379213, 1.000000, 0.000000
9.1100, 7.389213, 1.000000, 0.000000
9.1200, 7.399213, 1.000000, 0.000000
9.1300, 7.409213, 1.000000, 0.000000
9.1400, 7.419213, 1.000000, 0.000000
9.1500, 7.429213, 1.000000, 0.000000
9.1600, 7.439213, 1.000000, 0.000000
9.1700, 7.449213, 1.000000, 0.000000
9.1800, 7.459213, 1.000000, 0.000000
9.1900, 7.469213, 1.000000, 0.000000
9.2000, 7.479213, 1.000000, 0.000000
9.2100, 7.489213, 1.000000, 0.000000
9.2200, 7.499213, 1.000000, 0.000000
9.2300, 7.509213, 1.000000, 0.000000
9.2400, 7.519213, 1.000000, 0.000000
9.2500, 7.529213, 1.000000, 0.000000
9.2600, 7.539213, 1.000000, 0.000000
9.2700, 7.549213, 1.000000, 0.000000
9.2800, 7.559213, 1.000000, 0.000000
9.2900, 7.569213, 1.000000, 0.000000
9.3000, 7.579213, 1.000000, 0.000000
9.3100, 7.589213, 1.000000, 0.000000
9.3200, 7.599213, 1.000000, 0.000000
9.3300, 7.609213, 1.000000, 0.000000
9.3400, 7.619213, 1.000000, 0.000000
9.3500, 7.629213, 1.000000, 0.000000
9.3600, 7.639213, 1.000000, 0.000000
9.3700, 7.649213, 1.000000, 0.000000
9.3800, 7.659213, 1.000000, 0.000000
9.3900, 7.669213, 1.000000, 0.000000
9.4000, 7.679213, 1.000000, 0.000000
9.4100, 7.689213, 1.000000, 0.000000
9.4200, 7.699213, 1.000000, 0.000000
9.4300, 7.709213, 1.000000, 0.000000
9.4400, 7.719213, 1.000000, 0.000000
9.4500, 7.729213, 1.000000, 0.000000
9.4600, 7.739213, 1.000000, 0.000000
9.4700, 7.749213, 1.000000, 0.000000
9.4800, 7.759213, 1.000000, 0.000000
9.4900, 7.769213, 1.000000, 0.000000
9.5000, 7.779213, 1.000000, 0.000000
9.5100, 7.789213, 1.000000, 0.000000
9.5200, 7.799213, 1.000000, 0.000000
9.5300, 7.809213, 1.000000, 0.000000
9.5400, 7.819213, 1.000000, 0.000000
9.5500, 7.829213, 1.000000, 0.000000
9.5600, 7.839213, 1.000000, 0.000000
9.5700, 7.849213, 1.000000, 0.000000
9.5800, 7.859213, 1.000000, 0.000000
9.5900, 7.869213, 1.000000, 0.000000
9.6000, 7.879213, 1.000000, 0.000000
9.6100, 7.889213, 1.000000, 0.000000
9.6200, 7.899213, 1.000000, 0.000000
9.6300, 7.909213, 1.000000, 0.000000
9.6400, 7.919213, 1.000000, 0.000000
9.6500, 7.929213, 1.000000, 0.000000
9.6600, 7.939213, 1.000000, 0.000000
9.6700, 7.949213, 1.000000, 0.000000
9.6800, 7.959213, 1.000000, 0.000000
9.6900, 7.969213, 1.000000, 0.000000
9.7000, 7.979213, 1.000000, 0.000000
9.7100, 7.989213, 1.000000, 0.000000
9.7200, 7.999213, 1.000000, 0.000000
9.7300, 8.009213, 1.000000, 0.000000
9.7400, 8.019213, 1.000000, 0.000000
9.7500, 8.029213, 1.000000, 0.000000
9.7600, 8.039213, 1.000000, 0.000000
9.7700, 8.049213, 1.000000, 0.000000
9.7800, 8.059213, 1.000000, 0.000000
9.7900, 8.069213, 1.000000, 0.000000
9.8000, 8.079213, 1.000000, 0.000000
9.8100, 8.089213, 1.000000, 0.000000
9.8200, 8.099213, 1.000000, 0.000000
9.8300, 8.109213, 1.000000, 0.000000
9.8400, 8.119213, 1.000000, 0.000000
9.8500, 8.129213, 1.000000, 0.000000
9.8600, 8.139213, 1.000000, 0.000000
9.8700, 8.149213, 1.000000, 0.000000
9.8800, 8.159213, 1.000000, 0.000000
9.8900, 8.169213, 1.000000, 0.000000
9.9000, 8.179213, 1.000000, 0.000000
9.9100, 8.189213, 1.000000, 0.000000
9.9200, 8.199213, 1.000000, 0.000000
9.9300, 8.209213, 1.000000, 0.000000
9.9400, 8.219213, 1.000000, 0.000000
9.9500, 8.229213, 1.000000, 0.000000
9.9600, 8.239213, 1.000000, 0.000000
9.9700, 8.249213, 1.000000, 0.000000
9.9800, 8.259213, 1.000000, 0.000000
9.9900, 8.269213, 1.000000, 0.000000
10.0000, 8.279213, 1.000000, 0.000000
10.0100, 8.289213, 1.000000, 0.000000
