iter erro h x y dfx dfy
0.000000 20.000000 0.192308 -2.000000 3.000000 12.000000 -16.000000
1.000000 1.538462 1.300000 0.307692 -0.076923 1.230769 0.923077
2.000000 0.000000 0.100000 2.000000 1.000000 -0.000000 0.000000
