x y f
1.2273 0.5909 1.7004
1.2727 0.5909 1.7314
1.3182 0.5909 1.7583
1.3636 0.5909 1.7810
1.4091 0.5909 1.7996
1.4545 0.5909 1.8140
1.5000 0.5909 1.8244
1.5455 0.5909 1.8306
1.5909 0.5909 1.8326
1.6364 0.5909 1.8306
1.6818 0.5909 1.8244
1.7273 0.5909 1.8140
1.7727 0.5909 1.7996
1.8182 0.5909 1.7810
1.8636 0.5909 1.7583
1.9091 0.5909 1.7314
1.9545 0.5909 1.7004
2.0000 0.5909 1.6653
2.0455 0.5909 1.6260
2.0909 0.5909 1.5826
2.1364 0.5909 1.5351
2.1818 0.5909 1.4835
2.2273 0.5909 1.4277
2.2727 0.5909 1.3678
2.3182 0.5909 1.3037
2.3636 0.5909 1.2355
2.4091 0.5909 1.1632
2.4545 0.5909 1.0868
2.5000 0.5909 1.0062
2.5455 0.5909 0.9215
2.5909 0.5909 0.8326
2.6364 0.5909 0.7397
2.6818 0.5909 0.6426
2.7273 0.5909 0.5413
2.7727 0.5909 0.4360
2.8182 0.5909 0.3264
2.8636 0.5909 0.2128
2.9091 0.5909 0.0950
2.9545 0.5909 -0.0269
3.0000 0.5909 -0.1529
3.0455 0.5909 -0.2831
3.0909 0.5909 -0.4174
3.1364 0.5909 -0.5558
3.1818 0.5909 -0.6983
3.2273 0.5909 -0.8450
3.2727 0.5909 -0.9959
3.3182 0.5909 -1.1508
3.3636 0.5909 -1.3099
3.4091 0.5909 -1.4731
3.4545 0.5909 -1.6405
3.5000 0.5909 -1.8120
-1.0000 0.6263 -5.0369
-0.9545 0.6263 -4.8002
-0.9091 0.6263 -4.5677
-0.8636 0.6263 -4.3393
-0.8182 0.6263 -4.1150
-0.7727 0.6263 -3.8948
-0.7273 0.6263 -3.6788
-0.6818 0.6263 -3.4669
-0.6364 0.6263 -3.2592
-0.5909 0.6263 -3.0555
-0.5455 0.6263 -2.8560
-0.5000 0.6263 -2.6607
-0.4545 0.6263 -2.4694
-0.4091 0.6263 -2.2823
-0.3636 0.6263 -2.0994
-0.3182 0.6263 -1.9205
-0.2727 0.6263 -1.7458
-0.2273 0.6263 -1.5753
-0.1818 0.6263 -1.4088
-0.1364 0.6263 -1.2465
-0.0909 0.6263 -1.0884
-0.0455 0.6263 -0.9343
0.0000 0.6263 -0.7844
0.0455 0.6263 -0.6386
0.0909 0.6263 -0.4970
0.1364 0.6263 -0.3595
0.1818 0.6263 -0.2261
0.2273 0.6263 -0.0969
0.2727 0.6263 0.0283
0.3182 0.6263 0.1492
0.3636 0.6263 0.2661
0.4091 0.6263 0.3788
0.4545 0.6263 0.4874
0.5000 0.6263 0.5919
0.5455 0.6263 0.6922
0.5909 0.6263 0.7884
0.6364 0.6263 0.8804
0.6818 0.6263 0.9683
0.7273 0.6263 1.0521
0.7727 0.6263 1.1318
0.8182 0.6263 1.2073
0.8636 0.6263 1.2787
0.9091 0.6263 1.3460
0.9545 0.6263 1.4091
1.0000 0.6263 1.4681
1.0455 0.6263 1.5230
1.0909 0.6263 1.5737
1.1364 0.6263 1.6203
1.1818 0.6263 1.6628
1.2273 0.6263 1.7011
1.2727 0.6263 1.7353
1.3182 0.6263 1.7654
1.3636 0.6263 1.7913
1.4091 0.6263 1.8132
1.4545 0.6263 1.8308
1.5000 0.6263 1.8444
1.5455 0.6263 1.8538
1.5909 0.6263 1.8591
1.6364 0.6263 1.8602
1.6818 0.6263 1.8572
1.7273 0.6263 1.8501
1.7727 0.6263 1.8389
1.8182 0.6263 1.8235
1.8636 0.6263 1.8040
1.9091 0.6263 1.7803
1.9545 0.6263 1.7526
2.0000 0.6263 1.7206
2.0455 0.6263 1.6846
2.0909 0.6263 1.6444
2.1364 0.6263 1.6001
2.1818 0.6263 1.5517
2.2273 0.6263 1.4991
2.2727 0.6263 1.4424
2.3182 0.6263 1.3816
2.3636 0.6263 1.3166
2.4091 0.6263 1.2475
2.4545 0.6263 1.1743
2.5000 0.6263 1.0969
2.5455 0.6263 1.0154
2.5909 0.6263 0.9298
2.6364 0.6263 0.8400
2.6818 0.6263 0.7461
2.7273 0.6263 0.6481
2.7727 0.6263 0.5459
2.8182 0.6263 0.4396
2.8636 0.6263 0.3292
2.9091 0.6263 0.2147
2.9545 0.6263 0.0960
3.0000 0.6263 -0.0268
3.0455 0.6263 -0.1538
3.0909 0.6263 -0.2849
3.1364 0.6263 -0.4201
3.1818 0.6263 -0.5594
3.2273 0.6263 -0.7029
3.2727 0.6263 -0.8505
3.3182 0.6263 -1.0023
3.3636 0.6263 -1.1581
3.4091 0.6263 -1.3182
3.4545 0.6263 -1.4823
3.5000 0.6263 -1.6506
-1.0000 0.6616 -5.1987
-0.9545 0.6616 -4.9588
-0.9091 0.6616 -4.7230
-0.8636 0.6616 -4.4914
-0.8182 0.6616 -4.2639
-0.7727 0.6616 -4.0405
-0.7273 0.6616 -3.8213
-0.6818 0.6616 -3.6062
-0.6364 0.6616 -3.3952
-0.5909 0.6616 -3.1884
-0.5455 0.6616 -2.9857
-0.5000 0.6616 -2.7871
-0.4545 0.6616 -2.5926
-0.4091 0.6616 -2.4023
-0.3636 0.6616 -2.2162
-0.3182 0.6616 -2.0341
-0.2727 0.6616 -1.8562
-0.2273 0.6616 -1.6824
-0.1818 0.6616 -1.5128
-0.1364 0.6616 -1.3472
-0.0909 0.6616 -1.1858
-0.0455 0.6616 -1.0286
0.0000 0.6616 -0.8755
0.0455 0.6616 -0.7265
0.0909 0.6616 -0.5816
0.1364 0.6616 -0.4409
0.1818 0.6616 -0.3043
0.2273 0.6616 -0.1718
0.2727 0.6616 -0.0435
0.3182 0.6616 0.0807
0.3636 0.6616 0.2007
0.4091 0.6616 0.3167
0.4545 0.6616 0.4285
0.5000 0.6616 0.5361
0.5455 0.6616 0.6397
0.5909 0.6616 0.7391
0.6364 0.6616 0.8344
0.6818 0.6616 0.9255
0.7273 0.6616 1.0125
0.7727 0.6616 1.0954
0.8182 0.6616 1.1741
0.8636 0.6616 1.2487
0.9091 0.6616 1.3192
0.9545 0.6616 1.3855
1.0000 0.6616 1.4478
1.0455 0.6616 1.5058
1.0909 0.6616 1.5598
1.1364 0.6616 1.6096
1.1818 0.6616 1.6553
1.2273 0.6616 1.6968
1.2727 0.6616 1.7343
1.3182 0.6616 1.7675
1.3636 0.6616 1.7967
1.4091 0.6616 1.8217
1.4545 0.6616 1.8426
1.5000 0.6616 1.8594
1.5455 0.6616 1.8720
1.5909 0.6616 1.8805
1.6364 0.6616 1.8849
1.6818 0.6616 1.8851
1.7273 0.6616 1.8812
1.7727 0.6616 1.8732
1.8182 0.6616 1.8610
1.8636 0.6616 1.8447
1.9091 0.6616 1.8243
1.9545 0.6616 1.7997
2.0000 0.6616 1.7710
2.0455 0.6616 1.7382
2.0909 0.6616 1.7012
2.1364 0.6616 1.6601
2.1818 0.6616 1.6149
2.2273 0.6616 1.5655
2.2727 0.6616 1.5120
2.3182 0.6616 1.4544
2.3636 0.6616 1.3927
2.4091 0.6616 1.3268
2.4545 0.6616 1.2568
2.5000 0.6616 1.1826
2.5455 0.6616 1.1043
2.5909 0.6616 1.0219
2.6364 0.6616 0.9354
2.6818 0.6616 0.8447
2.7273 0.6616 0.7499
2.7727 0.6616 0.6509
2.8182 0.6616 0.5479
2.8636 0.6616 0.4406
2.9091 0.6616 0.3293
2.9545 0.6616 0.2138
3.0000 0.6616 0.0942
3.0455 0.6616 -0.0295
3.0909 0.6616 -0.1574
3.1364 0.6616 -0.2894
3.1818 0.6616 -0.4255
3.2273 0.6616 -0.5658
3.2727 0.6616 -0.7102
3.3182 0.6616 -0.8587
3.3636 0.6616 -1.0114
3.4091 0.6616 -1.1682
3.4545 0.6616 -1.3291
3.5000 0.6616 -1.4942
-1.0000 0.6970 -5.3655
-0.9545 0.6970 -5.1224
-0.9091 0.6970 -4.8834
-0.8636 0.6970 -4.6485
-0.8182 0.6970 -4.4178
-0.7727 0.6970 -4.1912
-0.7273 0.6970 -3.9688
-0.6818 0.6970 -3.7505
-0.6364 0.6970 -3.5363
-0.5909 0.6970 -3.3262
-0.5455 0.6970 -3.1203
-0.5000 0.6970 -2.9185
-0.4545 0.6970 -2.7208
-0.4091 0.6970 -2.5273
-0.3636 0.6970 -2.3379
-0.3182 0.6970 -2.1527
-0.2727 0.6970 -1.9715
-0.2273 0.6970 -1.7945
-0.1818 0.6970 -1.6217
-0.1364 0.6970 -1.4529
-0.0909 0.6970 -1.2883
-0.0455 0.6970 -1.1279
0.0000 0.6970 -0.9715
0.0455 0.6970 -0.8193
0.0909 0.6970 -0.6713
0.1364 0.6970 -0.5273
0.1818 0.6970 -0.3875
0.2273 0.6970 -0.2518
0.2727 0.6970 -0.1203
0.3182 0.6970 0.0071
0.3636 0.6970 0.1304
0.4091 0.6970 0.2495
0.4545 0.6970 0.3646
0.5000 0.6970 0.4754
0.5455 0.6970 0.5822
0.5909 0.6970 0.6848
0.6364 0.6970 0.7833
0.6818 0.6970 0.8776
0.7273 0.6970 0.9679
0.7727 0.6970 1.0539
0.8182 0.6970 1.1359
0.8636 0.6970 1.2137
0.9091 0.6970 1.2874
0.9545 0.6970 1.3570
1.0000 0.6970 1.4224
1.0455 0.6970 1.4837
1.0909 0.6970 1.5409
1.1364 0.6970 1.5939
1.1818 0.6970 1.6428
1.2273 0.6970 1.6876
1.2727 0.6970 1.7282
1.3182 0.6970 1.7647
1.3636 0.6970 1.7971
1.4091 0.6970 1.8253
1.4545 0.6970 1.8494
1.5000 0.6970 1.8694
1.5455 0.6970 1.8852
1.5909 0.6970 1.8969
1.6364 0.6970 1.9045
1.6818 0.6970 1.9079
1.7273 0.6970 1.9073
1.7727 0.6970 1.9024
1.8182 0.6970 1.8935
1.8636 0.6970 1.8804
1.9091 0.6970 1.8632
1.9545 0.6970 1.8418
2.0000 0.6970 1.8163
2.0455 0.6970 1.7867
2.0909 0.6970 1.7530
2.1364 0.6970 1.7151
2.1818 0.6970 1.6731
2.2273 0.6970 1.6270
2.2727 0.6970 1.5767
2.3182 0.6970 1.5223
2.3636 0.6970 1.4637
2.4091 0.6970 1.4011
2.4545 0.6970 1.3343
2.5000 0.6970 1.2633
2.5455 0.6970 1.1882
2.5909 0.6970 1.1090
2.6364 0.6970 1.0257
2.6818 0.6970 0.9382
2.7273 0.6970 0.8466
2.7727 0.6970 0.7509
2.8182 0.6970 0.6511
2.8636 0.6970 0.5471
2.9091 0.6970 0.4389
2.9545 0.6970 0.3267
3.0000 0.6970 0.2103
3.0455 0.6970 0.0898
3.0909 0.6970 -0.0349
3.1364 0.6970 -0.1637
3.1818 0.6970 -0.2966
3.2273 0.6970 -0.4337
3.2727 0.6970 -0.5748
3.3182 0.6970 -0.7202
3.3636 0.6970 -0.8696
3.4091 0.6970 -1.0232
3.4545 0.6970 -1.1809
3.5000 0.6970 -1.3427
-1.0000 0.7323 -5.5372
-0.9545 0.7323 -5.2909
-0.9091 0.7323 -5.0487
-0.8636 0.7323 -4.8107
-0.8182 0.7323 -4.5767
-0.7727 0.7323 -4.3469
-0.7273 0.7323 -4.1213
-0.6818 0.7323 -3.8997
-0.6364 0.7323 -3.6823
-0.5909 0.7323 -3.4691
-0.5455 0.7323 -3.2599
-0.5000 0.7323 -3.0549
-0.4545 0.7323 -2.8540
-0.4091 0.7323 -2.6573
-0.3636 0.7323 -2.4647
-0.3182 0.7323 -2.2762
-0.2727 0.7323 -2.0919
-0.2273 0.7323 -1.9117
-0.1818 0.7323 -1.7356
-0.1364 0.7323 -1.5636
-0.0909 0.7323 -1.3958
-0.0455 0.7323 -1.2321
0.0000 0.7323 -1.0726
0.0455 0.7323 -0.9172
0.0909 0.7323 -0.7659
0.1364 0.7323 -0.6187
0.1818 0.7323 -0.4757
0.2273 0.7323 -0.3368
0.2727 0.7323 -0.2021
0.3182 0.7323 -0.0714
0.3636 0.7323 0.0550
0.4091 0.7323 0.1774
0.4545 0.7323 0.2956
0.5000 0.7323 0.4097
0.5455 0.7323 0.5197
0.5909 0.7323 0.6255
0.6364 0.7323 0.7272
0.6818 0.7323 0.8248
0.7273 0.7323 0.9182
0.7727 0.7323 1.0075
0.8182 0.7323 1.0927
0.8636 0.7323 1.1737
0.9091 0.7323 1.2506
0.9545 0.7323 1.3234
1.0000 0.7323 1.3921
1.0455 0.7323 1.4566
1.0909 0.7323 1.5169
1.1364 0.7323 1.5732
1.1818 0.7323 1.6253
1.2273 0.7323 1.6733
1.2727 0.7323 1.7171
1.3182 0.7323 1.7568
1.3636 0.7323 1.7924
1.4091 0.7323 1.8239
1.4545 0.7323 1.8512
1.5000 0.7323 1.8744
1.5455 0.7323 1.8934
1.5909 0.7323 1.9084
1.6364 0.7323 1.9191
1.6818 0.7323 1.9258
1.7273 0.7323 1.9283
1.7727 0.7323 1.9267
1.8182 0.7323 1.9210
1.8636 0.7323 1.9111
1.9091 0.7323 1.8971
1.9545 0.7323 1.8790
2.0000 0.7323 1.8567
2.0455 0.7323 1.8303
2.0909 0.7323 1.7998
2.1364 0.7323 1.7651
2.1818 0.7323 1.7263
2.2273 0.7323 1.6834
2.2727 0.7323 1.6363
2.3182 0.7323 1.5851
2.3636 0.7323 1.5298
2.4091 0.7323 1.4703
2.4545 0.7323 1.4067
2.5000 0.7323 1.3390
2.5455 0.7323 1.2672
2.5909 0.7323 1.1912
2.6364 0.7323 1.1111
2.6818 0.7323 1.0268
2.7273 0.7323 0.9384
2.7727 0.7323 0.8459
2.8182 0.7323 0.7493
2.8636 0.7323 0.6485
2.9091 0.7323 0.5436
2.9545 0.7323 0.4345
3.0000 0.7323 0.3213
3.0455 0.7323 0.2040
3.0909 0.7323 0.0826
3.1364 0.7323 -0.0430
3.1818 0.7323 -0.1727
3.2273 0.7323 -0.3065
3.2727 0.7323 -0.4445
3.3182 0.7323 -0.5866
3.3636 0.7323 -0.7328
3.4091 0.7323 -0.8832
3.4545 0.7323 -1.0377
3.5000 0.7323 -1.1963
-1.0000 0.7677 -5.7140
-0.9545 0.7677 -5.4645
-0.9091 0.7677 -5.2191
-0.8636 0.7677 -4.9778
-0.8182 0.7677 -4.7406
-0.7727 0.7677 -4.5076
-0.7273 0.7677 -4.2787
-0.6818 0.7677 -4.0540
-0.6364 0.7677 -3.8334
-0.5909 0.7677 -3.6169
-0.5455 0.7677 -3.4046
-0.5000 0.7677 -3.1963
-0.4545 0.7677 -2.9922
-0.4091 0.7677 -2.7923
-0.3636 0.7677 -2.5965
-0.3182 0.7677 -2.4048
-0.2727 0.7677 -2.2172
-0.2273 0.7677 -2.0338
-0.1818 0.7677 -1.8545
-0.1364 0.7677 -1.6793
-0.0909 0.7677 -1.5083
-0.0455 0.7677 -1.3414
0.0000 0.7677 -1.1787
0.0455 0.7677 -1.0200
0.0909 0.7677 -0.8655
0.1364 0.7677 -0.7152
0.1818 0.7677 -0.5689
0.2273 0.7677 -0.4268
0.2727 0.7677 -0.2888
0.3182 0.7677 -0.1550
0.3636 0.7677 -0.0253
0.4091 0.7677 0.1003
0.4545 0.7677 0.2217
0.5000 0.7677 0.3390
0.5455 0.7677 0.4522
0.5909 0.7677 0.5612
0.6364 0.7677 0.6662
0.6818 0.7677 0.7669
0.7273 0.7677 0.8636
0.7727 0.7677 0.9561
0.8182 0.7677 1.0445
0.8636 0.7677 1.1287
0.9091 0.7677 1.2089
0.9545 0.7677 1.2848
1.0000 0.7677 1.3567
1.0455 0.7677 1.4244
1.0909 0.7677 1.4880
1.1364 0.7677 1.5475
1.1818 0.7677 1.6028
1.2273 0.7677 1.6540
1.2727 0.7677 1.7011
1.3182 0.7677 1.7440
1.3636 0.7677 1.7828
1.4091 0.7677 1.8174
1.4545 0.7677 1.8480
1.5000 0.7677 1.8744
1.5455 0.7677 1.8966
1.5909 0.7677 1.9148
1.6364 0.7677 1.9288
1.6818 0.7677 1.9387
1.7273 0.7677 1.9444
1.7727 0.7677 1.9460
1.8182 0.7677 1.9435
1.8636 0.7677 1.9368
1.9091 0.7677 1.9260
1.9545 0.7677 1.9111
2.0000 0.7677 1.8921
2.0455 0.7677 1.8689
2.0909 0.7677 1.8415
2.1364 0.7677 1.8101
2.1818 0.7677 1.7745
2.2273 0.7677 1.7348
2.2727 0.7677 1.6909
2.3182 0.7677 1.6430
2.3636 0.7677 1.5909
2.4091 0.7677 1.5346
2.4545 0.7677 1.4742
2.5000 0.7677 1.4097
2.5455 0.7677 1.3411
2.5909 0.7677 1.2683
2.6364 0.7677 1.1914
2.6818 0.7677 1.1104
2.7273 0.7677 1.0252
2.7727 0.7677 0.9359
2.8182 0.7677 0.8425
2.8636 0.7677 0.7449
2.9091 0.7677 0.6432
2.9545 0.7677 0.5374
3.0000 0.7677 0.4274
3.0455 0.7677 0.3133
3.0909 0.7677 0.1951
3.1364 0.7677 0.0727
3.1818 0.7677 -0.0538
3.2273 0.7677 -0.1844
3.2727 0.7677 -0.3192
3.3182 0.7677 -0.4580
3.3636 0.7677 -0.6011
3.4091 0.7677 -0.7482
3.4545 0.7677 -0.8995
3.5000 0.7677 -1.0549
-1.0000 0.8030 -5.8958
-0.9545 0.8030 -5.6430
-0.9091 0.8030 -5.3944
-0.8636 0.8030 -5.1499
-0.8182 0.8030 -4.9096
-0.7727 0.8030 -4.6733
-0.7273 0.8030 -4.4412
-0.6818 0.8030 -4.2133
-0.6364 0.8030 -3.9894
-0.5909 0.8030 -3.7697
-0.5455 0.8030 -3.5542
-0.5000 0.8030 -3.3427
-0.4545 0.8030 -3.1354
-0.4091 0.8030 -2.9323
-0.3636 0.8030 -2.7332
-0.3182 0.8030 -2.5383
-0.2727 0.8030 -2.3476
-0.2273 0.8030 -2.1609
-0.1818 0.8030 -1.9784
-0.1364 0.8030 -1.8000
-0.0909 0.8030 -1.6258
-0.0455 0.8030 -1.4557
0.0000 0.8030 -1.2897
0.0455 0.8030 -1.1279
0.0909 0.8030 -0.9702
0.1364 0.8030 -0.8166
0.1818 0.8030 -0.6671
0.2273 0.8030 -0.5218
0.2727 0.8030 -0.3806
0.3182 0.8030 -0.2436
0.3636 0.8030 -0.1107
0.4091 0.8030 0.0181
0.4545 0.8030 0.1428
0.5000 0.8030 0.2633
0.5455 0.8030 0.3797
0.5909 0.8030 0.4920
0.6364 0.8030 0.6001
0.6818 0.8030 0.7041
0.7273 0.8030 0.8039
0.7727 0.8030 0.8997
0.8182 0.8030 0.9913
0.8636 0.8030 1.0787
0.9091 0.8030 1.1621
0.9545 0.8030 1.2413
1.0000 0.8030 1.3163
1.0455 0.8030 1.3873
1.0909 0.8030 1.4541
1.1364 0.8030 1.5168
1.1818 0.8030 1.5753
1.2273 0.8030 1.6297
1.2727 0.8030 1.6800
1.3182 0.8030 1.7261
1.3636 0.8030 1.7681
1.4091 0.8030 1.8060
1.4545 0.8030 1.8398
1.5000 0.8030 1.8694
1.5455 0.8030 1.8949
1.5909 0.8030 1.9162
1.6364 0.8030 1.9334
1.6818 0.8030 1.9465
1.7273 0.8030 1.9555
1.7727 0.8030 1.9603
1.8182 0.8030 1.9610
1.8636 0.8030 1.9575
1.9091 0.8030 1.9500
1.9545 0.8030 1.9382
2.0000 0.8030 1.9224
2.0455 0.8030 1.9024
2.0909 0.8030 1.8783
2.1364 0.8030 1.8501
2.1818 0.8030 1.8177
2.2273 0.8030 1.7812
2.2727 0.8030 1.7406
2.3182 0.8030 1.6958
2.3636 0.8030 1.6469
2.4091 0.8030 1.5939
2.4545 0.8030 1.5367
2.5000 0.8030 1.4754
2.5455 0.8030 1.4100
2.5909 0.8030 1.3404
2.6364 0.8030 1.2668
2.6818 0.8030 1.1889
2.7273 0.8030 1.1070
2.7727 0.8030 1.0209
2.8182 0.8030 0.9307
2.8636 0.8030 0.8363
2.9091 0.8030 0.7378
2.9545 0.8030 0.6352
3.0000 0.8030 0.5285
3.0455 0.8030 0.4176
3.0909 0.8030 0.3026
3.1364 0.8030 0.1834
3.1818 0.8030 0.0601
3.2273 0.8030 -0.0673
3.2727 0.8030 -0.1988
3.3182 0.8030 -0.3345
3.3636 0.8030 -0.4743
3.4091 0.8030 -0.6182
3.4545 0.8030 -0.7663
3.5000 0.8030 -0.9185
-1.0000 0.8384 -6.0825
-0.9545 0.8384 -5.8266
-0.9091 0.8384 -5.5747
-0.8636 0.8384 -5.3270
-0.8182 0.8384 -5.0835
-0.7727 0.8384 -4.8440
-0.7273 0.8384 -4.6087
-0.6818 0.8384 -4.3775
-0.6364 0.8384 -4.1505
-0.5909 0.8384 -3.9276
-0.5455 0.8384 -3.7088
-0.5000 0.8384 -3.4942
-0.4545 0.8384 -3.2836
-0.4091 0.8384 -3.0773
-0.3636 0.8384 -2.8750
-0.3182 0.8384 -2.6769
-0.2727 0.8384 -2.4829
-0.2273 0.8384 -2.2931
-0.1818 0.8384 -2.1073
-0.1364 0.8384 -1.9257
-0.0909 0.8384 -1.7483
-0.0455 0.8384 -1.5750
0.0000 0.8384 -1.4058
0.0455 0.8384 -1.2407
0.0909 0.8384 -1.0798
0.1364 0.8384 -0.9230
0.1818 0.8384 -0.7703
0.2273 0.8384 -0.6218
0.2727 0.8384 -0.4774
0.3182 0.8384 -0.3371
0.3636 0.8384 -0.2010
0.4091 0.8384 -0.0690
0.4545 0.8384 0.0589
0.5000 0.8384 0.1826
0.5455 0.8384 0.3022
0.5909 0.8384 0.4177
0.6364 0.8384 0.5290
0.6818 0.8384 0.6362
0.7273 0.8384 0.7393
0.7727 0.8384 0.8383
0.8182 0.8384 0.9331
0.8636 0.8384 1.0237
0.9091 0.8384 1.1103
0.9545 0.8384 1.1927
1.0000 0.8384 1.2710
1.0455 0.8384 1.3451
1.0909 0.8384 1.4152
1.1364 0.8384 1.4810
1.1818 0.8384 1.5428
1.2273 0.8384 1.6004
1.2727 0.8384 1.6539
1.3182 0.8384 1.7033
1.3636 0.8384 1.7485
1.4091 0.8384 1.7896
1.4545 0.8384 1.8265
1.5000 0.8384 1.8594
1.5455 0.8384 1.8881
1.5909 0.8384 1.9126
1.6364 0.8384 1.9331
1.6818 0.8384 1.9494
1.7273 0.8384 1.9615
1.7727 0.8384 1.9696
1.8182 0.8384 1.9735
1.8636 0.8384 1.9732
1.9091 0.8384 1.9689
1.9545 0.8384 1.9604
2.0000 0.8384 1.9478
2.0455 0.8384 1.9310
2.0909 0.8384 1.9101
2.1364 0.8384 1.8851
2.1818 0.8384 1.8559
2.2273 0.8384 1.8226
2.2727 0.8384 1.7852
2.3182 0.8384 1.7437
2.3636 0.8384 1.6980
2.4091 0.8384 1.6482
2.4545 0.8384 1.5942
2.5000 0.8384 1.5361
2.5455 0.8384 1.4739
2.5909 0.8384 1.4076
2.6364 0.8384 1.3371
2.6818 0.8384 1.2625
2.7273 0.8384 1.1838
2.7727 0.8384 1.1009
2.8182 0.8384 1.0139
2.8636 0.8384 0.9227
2.9091 0.8384 0.8275
2.9545 0.8384 0.7281
3.0000 0.8384 0.6245
3.0455 0.8384 0.5169
3.0909 0.8384 0.4051
3.1364 0.8384 0.2891
3.1818 0.8384 0.1691
3.2273 0.8384 0.0449
3.2727 0.8384 -0.0835
3.3182 0.8384 -0.2159
3.3636 0.8384 -0.3525
3.4091 0.8384 -0.4932
3.4545 0.8384 -0.6381
3.5000 0.8384 -0.7871
-1.0000 0.8737 -6.2743
-0.9545 0.8737 -6.0151
-0.9091 0.8737 -5.7601
-0.8636 0.8737 -5.5092
-0.8182 0.8737 -5.2624
-0.7727 0.8737 -5.0197
-0.7273 0.8737 -4.7812
-0.6818 0.8737 -4.5468
-0.6364 0.8737 -4.3165
-0.5909 0.8737 -4.0904
-0.5455 0.8737 -3.8684
-0.5000 0.8737 -3.6506
-0.4545 0.8737 -3.4368
-0.4091 0.8737 -3.2272
-0.3636 0.8737 -3.0218
-0.3182 0.8737 -2.8205
-0.2727 0.8737 -2.6233
-0.2273 0.8737 -2.4302
-0.1818 0.8737 -2.2413
-0.1364 0.8737 -2.0564
-0.0909 0.8737 -1.8758
-0.0455 0.8737 -1.6992
0.0000 0.8737 -1.5268
0.0455 0.8737 -1.3586
0.0909 0.8737 -1.1944
0.1364 0.8737 -1.0344
0.1818 0.8737 -0.8785
0.2273 0.8737 -0.7268
0.2727 0.8737 -0.5792
0.3182 0.8737 -0.4357
0.3636 0.8737 -0.2963
0.4091 0.8737 -0.1611
0.4545 0.8737 -0.0300
0.5000 0.8737 0.0969
0.5455 0.8737 0.2197
0.5909 0.8737 0.3384
0.6364 0.8737 0.4530
0.6818 0.8737 0.5634
0.7273 0.8737 0.6697
0.7727 0.8737 0.7718
0.8182 0.8737 0.8699
0.8636 0.8737 0.9638
0.9091 0.8737 1.0535
0.9545 0.8737 1.1391
1.0000 0.8737 1.2206
1.0455 0.8737 1.2980
1.0909 0.8737 1.3712
1.1364 0.8737 1.4403
1.1818 0.8737 1.5053
1.2273 0.8737 1.5661
1.2727 0.8737 1.6228
1.3182 0.8737 1.6754
1.3636 0.8737 1.7239
1.4091 0.8737 1.7682
1.4545 0.8737 1.8083
1.5000 0.8737 1.8444
1.5455 0.8737 1.8763
1.5909 0.8737 1.9041
1.6364 0.8737 1.9277
1.6818 0.8737 1.9472
1.7273 0.8737 1.9626
1.7727 0.8737 1.9739
1.8182 0.8737 1.9810
1.8636 0.8737 1.9840
1.9091 0.8737 1.9828
1.9545 0.8737 1.9775
2.0000 0.8737 1.9681
2.0455 0.8737 1.9546
2.0909 0.8737 1.9369
2.1364 0.8737 1.9151
2.1818 0.8737 1.8891
2.2273 0.8737 1.8591
2.2727 0.8737 1.8249
2.3182 0.8737 1.7865
2.3636 0.8737 1.7441
2.4091 0.8737 1.6975
2.4545 0.8737 1.6467
2.5000 0.8737 1.5919
2.5455 0.8737 1.5329
2.5909 0.8737 1.4697
2.6364 0.8737 1.4025
2.6818 0.8737 1.3311
2.7273 0.8737 1.2555
2.7727 0.8737 1.1759
2.8182 0.8737 1.0921
2.8636 0.8737 1.0042
2.9091 0.8737 0.9121
2.9545 0.8737 0.8159
3.0000 0.8737 0.7156
3.0455 0.8737 0.6111
3.0909 0.8737 0.5026
3.1364 0.8737 0.3898
3.1818 0.8737 0.2730
3.2273 0.8737 0.1520
3.2727 0.8737 0.0269
3.3182 0.8737 -0.1024
3.3636 0.8737 -0.2357
3.4091 0.8737 -0.3733
3.4545 0.8737 -0.5149
3.5000 0.8737 -0.6607
-1.0000 0.9091 -6.4711
-0.9545 0.9091 -6.2087
-0.9091 0.9091 -5.9504
-0.8636 0.9091 -5.6963
-0.8182 0.9091 -5.4463
-0.7727 0.9091 -5.2004
-0.7273 0.9091 -4.9587
-0.6818 0.9091 -4.7211
-0.6364 0.9091 -4.4876
-0.5909 0.9091 -4.2583
-0.5455 0.9091 -4.0331
-0.5000 0.9091 -3.8120
-0.4545 0.9091 -3.5950
-0.4091 0.9091 -3.3822
-0.3636 0.9091 -3.1736
-0.3182 0.9091 -2.9690
-0.2727 0.9091 -2.7686
-0.2273 0.9091 -2.5723
-0.1818 0.9091 -2.3802
-0.1364 0.9091 -2.1921
-0.0909 0.9091 -2.0083
-0.0455 0.9091 -1.8285
0.0000 0.9091 -1.6529
0.0455 0.9091 -1.4814
0.0909 0.9091 -1.3140
0.1364 0.9091 -1.1508
0.1818 0.9091 -0.9917
0.2273 0.9091 -0.8368
0.2727 0.9091 -0.6860
0.3182 0.9091 -0.5393
0.3636 0.9091 -0.3967
0.4091 0.9091 -0.2583
0.4545 0.9091 -0.1240
0.5000 0.9091 0.0062
0.5455 0.9091 0.1322
0.5909 0.9091 0.2541
0.6364 0.9091 0.3719
0.6818 0.9091 0.4855
0.7273 0.9091 0.5950
0.7727 0.9091 0.7004
0.8182 0.9091 0.8017
0.8636 0.9091 0.8988
0.9091 0.9091 0.9917
0.9545 0.9091 1.0806
1.0000 0.9091 1.1653
