x y f
3.0455 -0.2222 -4.6362
3.0909 -0.2222 -4.8444
3.1364 -0.2222 -5.0568
3.1818 -0.2222 -5.2732
3.2273 -0.2222 -5.4939
3.2727 -0.2222 -5.7186
3.3182 -0.2222 -5.9475
3.3636 -0.2222 -6.1805
3.4091 -0.2222 -6.4176
3.4545 -0.2222 -6.6589
3.5000 -0.2222 -6.9043
-1.0000 -0.1869 -2.6961
-0.9545 -0.1869 -2.5333
-0.9091 -0.1869 -2.3747
-0.8636 -0.1869 -2.2202
-0.8182 -0.1869 -2.0698
-0.7727 -0.1869 -1.9236
-0.7273 -0.1869 -1.7815
-0.6818 -0.1869 -1.6435
-0.6364 -0.1869 -1.5097
-0.5909 -0.1869 -1.3800
-0.5455 -0.1869 -1.2544
-0.5000 -0.1869 -1.1330
-0.4545 -0.1869 -1.0157
-0.4091 -0.1869 -0.9025
-0.3636 -0.1869 -0.7934
-0.3182 -0.1869 -0.6885
-0.2727 -0.1869 -0.5877
-0.2273 -0.1869 -0.4911
-0.1818 -0.1869 -0.3986
-0.1364 -0.1869 -0.3102
-0.0909 -0.1869 -0.2259
-0.0455 -0.1869 -0.1458
0.0000 -0.1869 -0.0698
0.0455 -0.1869 0.0020
0.0909 -0.1869 0.0697
0.1364 -0.1869 0.1333
0.1818 -0.1869 0.1928
0.2273 -0.1869 0.2481
0.2727 -0.1869 0.2993
0.3182 -0.1869 0.3464
0.3636 -0.1869 0.3893
0.4091 -0.1869 0.4281
0.4545 -0.1869 0.4628
0.5000 -0.1869 0.4933
0.5455 -0.1869 0.5197
0.5909 -0.1869 0.5420
0.6364 -0.1869 0.5601
0.6818 -0.1869 0.5741
0.7273 -0.1869 0.5840
0.7727 -0.1869 0.5897
0.8182 -0.1869 0.5913
0.8636 -0.1869 0.5888
0.9091 -0.1869 0.5821
0.9545 -0.1869 0.5713
1.0000 -0.1869 0.5564
1.0455 -0.1869 0.5374
1.0909 -0.1869 0.5142
1.1364 -0.1869 0.4869
1.1818 -0.1869 0.4554
1.2273 -0.1869 0.4198
1.2727 -0.1869 0.3801
1.3182 -0.1869 0.3363
1.3636 -0.1869 0.2883
1.4091 -0.1869 0.2362
1.4545 -0.1869 0.1799
1.5000 -0.1869 0.1196
1.5455 -0.1869 0.0550
1.5909 -0.1869 -0.0136
1.6364 -0.1869 -0.0864
1.6818 -0.1869 -0.1633
1.7273 -0.1869 -0.2443
1.7727 -0.1869 -0.3295
1.8182 -0.1869 -0.4188
1.8636 -0.1869 -0.5122
1.9091 -0.1869 -0.6098
1.9545 -0.1869 -0.7115
2.0000 -0.1869 -0.8173
2.0455 -0.1869 -0.9273
2.0909 -0.1869 -1.0414
2.1364 -0.1869 -1.1596
2.1818 -0.1869 -1.2820
2.2273 -0.1869 -1.4085
2.2727 -0.1869 -1.5391
2.3182 -0.1869 -1.6738
2.3636 -0.1869 -1.8127
2.4091 -0.1869 -1.9557
2.4545 -0.1869 -2.1029
2.5000 -0.1869 -2.2542
2.5455 -0.1869 -2.4096
2.5909 -0.1869 -2.5692
2.6364 -0.1869 -2.7328
2.6818 -0.1869 -2.9006
2.7273 -0.1869 -3.0726
2.7727 -0.1869 -3.2487
2.8182 -0.1869 -3.4289
2.8636 -0.1869 -3.6132
2.9091 -0.1869 -3.8017
2.9545 -0.1869 -3.9943
3.0000 -0.1869 -4.1911
3.0455 -0.1869 -4.3919
3.0909 -0.1869 -4.5969
3.1364 -0.1869 -4.8061
3.1818 -0.1869 -5.0193
3.2273 -0.1869 -5.2367
3.2727 -0.1869 -5.4583
3.3182 -0.1869 -5.6839
3.3636 -0.1869 -5.9137
3.4091 -0.1869 -6.1477
3.4545 -0.1869 -6.3857
3.5000 -0.1869 -6.6279
-1.0000 -0.1515 -2.7429
-0.9545 -0.1515 -2.5769
-0.9091 -0.1515 -2.4151
-0.8636 -0.1515 -2.2573
-0.8182 -0.1515 -2.1038
-0.7727 -0.1515 -1.9543
-0.7273 -0.1515 -1.8090
-0.6818 -0.1515 -1.6678
-0.6364 -0.1515 -1.5308
-0.5909 -0.1515 -1.3978
-0.5455 -0.1515 -1.2691
-0.5000 -0.1515 -1.1444
-0.4545 -0.1515 -1.0239
-0.4091 -0.1515 -0.9075
-0.3636 -0.1515 -0.7952
-0.3182 -0.1515 -0.6871
-0.2727 -0.1515 -0.5831
-0.2273 -0.1515 -0.4832
-0.1818 -0.1515 -0.3875
-0.1364 -0.1515 -0.2959
-0.0909 -0.1515 -0.2084
-0.0455 -0.1515 -0.1251
0.0000 -0.1515 -0.0459
0.0455 -0.1515 0.0292
0.0909 -0.1515 0.1001
0.1364 -0.1515 0.1669
0.1818 -0.1515 0.2296
0.2273 -0.1515 0.2881
0.2727 -0.1515 0.3425
0.3182 -0.1515 0.3928
0.3636 -0.1515 0.4389
0.4091 -0.1515 0.4809
0.4545 -0.1515 0.5188
0.5000 -0.1515 0.5526
0.5455 -0.1515 0.5822
0.5909 -0.1515 0.6077
0.6364 -0.1515 0.6290
0.6818 -0.1515 0.6462
0.7273 -0.1515 0.6593
0.7727 -0.1515 0.6683
0.8182 -0.1515 0.6731
0.8636 -0.1515 0.6738
0.9091 -0.1515 0.6703
0.9545 -0.1515 0.6628
1.0000 -0.1515 0.6511
1.0455 -0.1515 0.6352
1.0909 -0.1515 0.6152
1.1364 -0.1515 0.5911
1.1818 -0.1515 0.5629
1.2273 -0.1515 0.5305
1.2727 -0.1515 0.4940
1.3182 -0.1515 0.4534
1.3636 -0.1515 0.4086
1.4091 -0.1515 0.3597
1.4545 -0.1515 0.3067
1.5000 -0.1515 0.2495
1.5455 -0.1515 0.1882
1.5909 -0.1515 0.1228
1.6364 -0.1515 0.0533
1.6818 -0.1515 -0.0204
1.7273 -0.1515 -0.0983
1.7727 -0.1515 -0.1802
1.8182 -0.1515 -0.2663
1.8636 -0.1515 -0.3565
1.9091 -0.1515 -0.4509
1.9545 -0.1515 -0.5494
2.0000 -0.1515 -0.6520
2.0455 -0.1515 -0.7587
2.0909 -0.1515 -0.8696
2.1364 -0.1515 -0.9846
2.1818 -0.1515 -1.1038
2.2273 -0.1515 -1.2270
2.2727 -0.1515 -1.3545
2.3182 -0.1515 -1.4860
2.3636 -0.1515 -1.6217
2.4091 -0.1515 -1.7615
2.4545 -0.1515 -1.9054
2.5000 -0.1515 -2.0535
2.5455 -0.1515 -2.2057
2.5909 -0.1515 -2.3620
2.6364 -0.1515 -2.5225
2.6818 -0.1515 -2.6871
2.7273 -0.1515 -2.8558
2.7727 -0.1515 -3.0287
2.8182 -0.1515 -3.2057
2.8636 -0.1515 -3.3868
2.9091 -0.1515 -3.5721
2.9545 -0.1515 -3.7615
3.0000 -0.1515 -3.9550
3.0455 -0.1515 -4.1527
3.0909 -0.1515 -4.3545
3.1364 -0.1515 -4.5604
3.1818 -0.1515 -4.7704
3.2273 -0.1515 -4.9846
3.2727 -0.1515 -5.2029
3.3182 -0.1515 -5.4254
3.3636 -0.1515 -5.6520
3.4091 -0.1515 -5.8827
3.4545 -0.1515 -6.1175
3.5000 -0.1515 -6.3565
-1.0000 -0.1162 -2.7947
-0.9545 -0.1162 -2.6255
-0.9091 -0.1162 -2.4604
-0.8636 -0.1162 -2.2995
-0.8182 -0.1162 -2.1427
-0.7727 -0.1162 -1.9900
-0.7273 -0.1162 -1.8415
-0.6818 -0.1162 -1.6971
-0.6364 -0.1162 -1.5568
-0.5909 -0.1162 -1.4207
-0.5455 -0.1162 -1.2887
-0.5000 -0.1162 -1.1608
-0.4545 -0.1162 -1.0371
-0.4091 -0.1162 -0.9175
-0.3636 -0.1162 -0.8020
-0.3182 -0.1162 -0.6907
-0.2727 -0.1162 -0.5835
-0.2273 -0.1162 -0.4804
-0.1818 -0.1162 -0.3814
-0.1364 -0.1162 -0.2866
-0.0909 -0.1162 -0.1959
-0.0455 -0.1162 -0.1094
0.0000 -0.1162 -0.0270
0.0455 -0.1162 0.0513
0.0909 -0.1162 0.1254
0.1364 -0.1162 0.1955
0.1818 -0.1162 0.2614
0.2273 -0.1162 0.3231
0.2727 -0.1162 0.3807
0.3182 -0.1162 0.4342
0.3636 -0.1162 0.4836
0.4091 -0.1162 0.5288
0.4545 -0.1162 0.5699
0.5000 -0.1162 0.6069
0.5455 -0.1162 0.6397
0.5909 -0.1162 0.6684
0.6364 -0.1162 0.6929
0.6818 -0.1162 0.7134
0.7273 -0.1162 0.7297
0.7727 -0.1162 0.7418
0.8182 -0.1162 0.7499
0.8636 -0.1162 0.7538
0.9091 -0.1162 0.7535
0.9545 -0.1162 0.7492
1.0000 -0.1162 0.7407
1.0455 -0.1162 0.7281
1.0909 -0.1162 0.7113
1.1364 -0.1162 0.6904
1.1818 -0.1162 0.6654
1.2273 -0.1162 0.6362
1.2727 -0.1162 0.6029
1.3182 -0.1162 0.5655
1.3636 -0.1162 0.5240
1.4091 -0.1162 0.4783
1.4545 -0.1162 0.4285
1.5000 -0.1162 0.3745
1.5455 -0.1162 0.3164
1.5909 -0.1162 0.2542
1.6364 -0.1162 0.1879
1.6818 -0.1162 0.1174
1.7273 -0.1162 0.0428
1.7727 -0.1162 -0.0359
1.8182 -0.1162 -0.1188
1.8636 -0.1162 -0.2058
1.9091 -0.1162 -0.2970
1.9545 -0.1162 -0.3922
2.0000 -0.1162 -0.4916
2.0455 -0.1162 -0.5952
2.0909 -0.1162 -0.7028
2.1364 -0.1162 -0.8146
2.1818 -0.1162 -0.9306
2.2273 -0.1162 -1.0506
2.2727 -0.1162 -1.1748
2.3182 -0.1162 -1.3032
2.3636 -0.1162 -1.4356
2.4091 -0.1162 -1.5722
2.4545 -0.1162 -1.7129
2.5000 -0.1162 -1.8578
2.5455 -0.1162 -2.0068
2.5909 -0.1162 -2.1599
2.6364 -0.1162 -2.3172
2.6818 -0.1162 -2.4785
2.7273 -0.1162 -2.6441
2.7727 -0.1162 -2.8137
2.8182 -0.1162 -2.9875
2.8636 -0.1162 -3.1654
2.9091 -0.1162 -3.3475
2.9545 -0.1162 -3.5336
3.0000 -0.1162 -3.7240
3.0455 -0.1162 -3.9184
3.0909 -0.1162 -4.1170
3.1364 -0.1162 -4.3197
3.1818 -0.1162 -4.5265
3.2273 -0.1162 -4.7375
3.2727 -0.1162 -4.9526
3.3182 -0.1162 -5.1718
3.3636 -0.1162 -5.3952
3.4091 -0.1162 -5.6227
3.4545 -0.1162 -5.8544
3.5000 -0.1162 -6.0901
-1.0000 -0.0808 -2.8514
-0.9545 -0.0808 -2.6790
-0.9091 -0.0808 -2.5108
-0.8636 -0.0808 -2.3466
-0.8182 -0.0808 -2.1866
-0.7727 -0.0808 -2.0307
-0.7273 -0.0808 -1.8790
-0.6818 -0.0808 -1.7314
-0.6364 -0.0808 -1.5879
-0.5909 -0.0808 -1.4486
-0.5455 -0.0808 -1.3133
-0.5000 -0.0808 -1.1823
-0.4545 -0.0808 -1.0553
-0.4091 -0.0808 -0.9325
-0.3636 -0.0808 -0.8138
-0.3182 -0.0808 -0.6992
-0.2727 -0.0808 -0.5888
-0.2273 -0.0808 -0.4825
-0.1818 -0.0808 -0.3804
-0.1364 -0.0808 -0.2823
-0.0909 -0.0808 -0.1885
-0.0455 -0.0808 -0.0987
0.0000 -0.0808 -0.0131
0.0455 -0.0808 0.0684
0.0909 -0.0808 0.1458
0.1364 -0.0808 0.2190
0.1818 -0.0808 0.2881
0.2273 -0.0808 0.3531
0.2727 -0.0808 0.4139
0.3182 -0.0808 0.4706
0.3636 -0.0808 0.5232
0.4091 -0.0808 0.5717
0.4545 -0.0808 0.6160
0.5000 -0.0808 0.6561
0.5455 -0.0808 0.6922
0.5909 -0.0808 0.7241
0.6364 -0.0808 0.7519
0.6818 -0.0808 0.7755
0.7273 -0.0808 0.7950
0.7727 -0.0808 0.8104
0.8182 -0.0808 0.8217
0.8636 -0.0808 0.8288
0.9091 -0.0808 0.8318
0.9545 -0.0808 0.8306
1.0000 -0.0808 0.8253
1.0455 -0.0808 0.8159
1.0909 -0.0808 0.8024
1.1364 -0.0808 0.7847
1.1818 -0.0808 0.7629
1.2273 -0.0808 0.7369
1.2727 -0.0808 0.7069
1.3182 -0.0808 0.6727
1.3636 -0.0808 0.6343
1.4091 -0.0808 0.5919
1.4545 -0.0808 0.5453
1.5000 -0.0808 0.4945
1.5455 -0.0808 0.4396
1.5909 -0.0808 0.3806
1.6364 -0.0808 0.3175
1.6818 -0.0808 0.2503
1.7273 -0.0808 0.1789
1.7727 -0.0808 0.1033
1.8182 -0.0808 0.0237
1.8636 -0.0808 -0.0601
1.9091 -0.0808 -0.1480
1.9545 -0.0808 -0.2401
2.0000 -0.0808 -0.3363
2.0455 -0.0808 -0.4366
2.0909 -0.0808 -0.5411
2.1364 -0.0808 -0.6497
2.1818 -0.0808 -0.7624
2.2273 -0.0808 -0.8792
2.2727 -0.0808 -1.0002
2.3182 -0.0808 -1.1253
2.3636 -0.0808 -1.2546
2.4091 -0.0808 -1.3879
2.4545 -0.0808 -1.5255
2.5000 -0.0808 -1.6671
2.5455 -0.0808 -1.8129
2.5909 -0.0808 -1.9628
2.6364 -0.0808 -2.1168
2.6818 -0.0808 -2.2750
2.7273 -0.0808 -2.4373
2.7727 -0.0808 -2.6037
2.8182 -0.0808 -2.7743
2.8636 -0.0808 -2.9490
2.9091 -0.0808 -3.1278
2.9545 -0.0808 -3.3108
3.0000 -0.0808 -3.4979
3.0455 -0.0808 -3.6891
3.0909 -0.0808 -3.8845
3.1364 -0.0808 -4.0840
3.1818 -0.0808 -4.2876
3.2273 -0.0808 -4.4954
3.2727 -0.0808 -4.7073
3.3182 -0.0808 -4.9233
3.3636 -0.0808 -5.1435
3.4091 -0.0808 -5.3677
3.4545 -0.0808 -5.5962
3.5000 -0.0808 -5.8287
-1.0000 -0.0455 -2.9132
-0.9545 -0.0455 -2.7376
-0.9091 -0.0455 -2.5661
-0.8636 -0.0455 -2.3988
-0.8182 -0.0455 -2.2355
-0.7727 -0.0455 -2.0764
-0.7273 -0.0455 -1.9215
-0.6818 -0.0455 -1.7707
-0.6364 -0.0455 -1.6240
-0.5909 -0.0455 -1.4814
-0.5455 -0.0455 -1.3430
-0.5000 -0.0455 -1.2087
-0.4545 -0.0455 -1.0785
-0.4091 -0.0455 -0.9525
-0.3636 -0.0455 -0.8306
-0.3182 -0.0455 -0.7128
-0.2727 -0.0455 -0.5992
-0.2273 -0.0455 -0.4897
-0.1818 -0.0455 -0.3843
-0.1364 -0.0455 -0.2831
-0.0909 -0.0455 -0.1860
-0.0455 -0.0455 -0.0930
0.0000 -0.0455 -0.0041
0.0455 -0.0455 0.0806
0.0909 -0.0455 0.1612
0.1364 -0.0455 0.2376
0.1818 -0.0455 0.3099
0.2273 -0.0455 0.3781
0.2727 -0.0455 0.4421
0.3182 -0.0455 0.5021
0.3636 -0.0455 0.5579
0.4091 -0.0455 0.6095
0.4545 -0.0455 0.6570
0.5000 -0.0455 0.7004
0.5455 -0.0455 0.7397
0.5909 -0.0455 0.7748
0.6364 -0.0455 0.8058
0.6818 -0.0455 0.8326
0.7273 -0.0455 0.8554
0.7727 -0.0455 0.8740
0.8182 -0.0455 0.8884
0.8636 -0.0455 0.8988
0.9091 -0.0455 0.9050
0.9545 -0.0455 0.9070
1.0000 -0.0455 0.9050
1.0455 -0.0455 0.8988
1.0909 -0.0455 0.8884
1.1364 -0.0455 0.8740
1.1818 -0.0455 0.8554
1.2273 -0.0455 0.8326
1.2727 -0.0455 0.8058
1.3182 -0.0455 0.7748
1.3636 -0.0455 0.7397
1.4091 -0.0455 0.7004
1.4545 -0.0455 0.6570
1.5000 -0.0455 0.6095
1.5455 -0.0455 0.5579
1.5909 -0.0455 0.5021
1.6364 -0.0455 0.4421
1.6818 -0.0455 0.3781
1.7273 -0.0455 0.3099
1.7727 -0.0455 0.2376
1.8182 -0.0455 0.1612
1.8636 -0.0455 0.0806
1.9091 -0.0455 -0.0041
1.9545 -0.0455 -0.0930
2.0000 -0.0455 -0.1860
2.0455 -0.0455 -0.2831
2.0909 -0.0455 -0.3843
2.1364 -0.0455 -0.4897
2.1818 -0.0455 -0.5992
2.2273 -0.0455 -0.7128
2.2727 -0.0455 -0.8306
2.3182 -0.0455 -0.9525
2.3636 -0.0455 -1.0785
2.4091 -0.0455 -1.2087
2.4545 -0.0455 -1.3430
2.5000 -0.0455 -1.4814
2.5455 -0.0455 -1.6240
2.5909 -0.0455 -1.7707
2.6364 -0.0455 -1.9215
2.6818 -0.0455 -2.0764
2.7273 -0.0455 -2.2355
2.7727 -0.0455 -2.3988
2.8182 -0.0455 -2.5661
2.8636 -0.0455 -2.7376
2.9091 -0.0455 -2.9132
2.9545 -0.0455 -3.0930
3.0000 -0.0455 -3.2769
3.0455 -0.0455 -3.4649
3.0909 -0.0455 -3.6570
3.1364 -0.0455 -3.8533
3.1818 -0.0455 -4.0537
3.2273 -0.0455 -4.2583
3.2727 -0.0455 -4.4669
3.3182 -0.0455 -4.6798
3.3636 -0.0455 -4.8967
3.4091 -0.0455 -5.1178
3.4545 -0.0455 -5.3430
3.5000 -0.0455 -5.5723
-1.0000 -0.0101 -2.9800
-0.9545 -0.0101 -2.8012
-0.9091 -0.0101 -2.6265
-0.8636 -0.0101 -2.4559
-0.8182 -0.0101 -2.2895
-0.7727 -0.0101 -2.1272
-0.7273 -0.0101 -1.9690
-0.6818 -0.0101 -1.8149
-0.6364 -0.0101 -1.6650
-0.5909 -0.0101 -1.5193
-0.5455 -0.0101 -1.3776
-0.5000 -0.0101 -1.2401
-0.4545 -0.0101 -1.1067
-0.4091 -0.0101 -0.9775
-0.3636 -0.0101 -0.8524
-0.3182 -0.0101 -0.7314
-0.2727 -0.0101 -0.6145
-0.2273 -0.0101 -0.5018
-0.1818 -0.0101 -0.3932
-0.1364 -0.0101 -0.2888
-0.0909 -0.0101 -0.1885
-0.0455 -0.0101 -0.0923
0.0000 -0.0101 -0.0002
0.0455 -0.0101 0.0877
0.0909 -0.0101 0.1715
0.1364 -0.0101 0.2512
0.1818 -0.0101 0.3267
0.2273 -0.0101 0.3981
0.2727 -0.0101 0.4654
0.3182 -0.0101 0.5285
0.3636 -0.0101 0.5875
0.4091 -0.0101 0.6424
0.4545 -0.0101 0.6931
0.5000 -0.0101 0.7397
0.5455 -0.0101 0.7822
0.5909 -0.0101 0.8205
0.6364 -0.0101 0.8547
0.6818 -0.0101 0.8848
0.7273 -0.0101 0.9107
0.7727 -0.0101 0.9325
0.8182 -0.0101 0.9502
0.8636 -0.0101 0.9638
0.9091 -0.0101 0.9732
0.9545 -0.0101 0.9784
1.0000 -0.0101 0.9796
1.0455 -0.0101 0.9766
1.0909 -0.0101 0.9695
1.1364 -0.0101 0.9582
1.1818 -0.0101 0.9429
1.2273 -0.0101 0.9233
1.2727 -0.0101 0.8997
1.3182 -0.0101 0.8719
1.3636 -0.0101 0.8400
1.4091 -0.0101 0.8040
1.4545 -0.0101 0.7638
1.5000 -0.0101 0.7195
1.5455 -0.0101 0.6711
1.5909 -0.0101 0.6185
1.6364 -0.0101 0.5618
1.6818 -0.0101 0.5009
1.7273 -0.0101 0.4360
1.7727 -0.0101 0.3669
1.8182 -0.0101 0.2936
1.8636 -0.0101 0.2163
1.9091 -0.0101 0.1348
1.9545 -0.0101 0.0492
2.0000 -0.0101 -0.0406
2.0455 -0.0101 -0.1345
2.0909 -0.0101 -0.2325
2.1364 -0.0101 -0.3347
2.1818 -0.0101 -0.4410
2.2273 -0.0101 -0.5514
2.2727 -0.0101 -0.6660
2.3182 -0.0101 -0.7846
2.3636 -0.0101 -0.9075
2.4091 -0.0101 -1.0344
2.4545 -0.0101 -1.1655
2.5000 -0.0101 -1.3007
2.5455 -0.0101 -1.4401
2.5909 -0.0101 -1.5835
2.6364 -0.0101 -1.7311
2.6818 -0.0101 -1.8829
2.7273 -0.0101 -2.0388
2.7727 -0.0101 -2.1988
2.8182 -0.0101 -2.3629
2.8636 -0.0101 -2.5312
2.9091 -0.0101 -2.7036
2.9545 -0.0101 -2.8801
3.0000 -0.0101 -3.0608
3.0455 -0.0101 -3.2456
3.0909 -0.0101 -3.4345
3.1364 -0.0101 -3.6276
3.1818 -0.0101 -3.8248
3.2273 -0.0101 -4.0261
3.2727 -0.0101 -4.2316
3.3182 -0.0101 -4.4412
3.3636 -0.0101 -4.6549
3.4091 -0.0101 -4.8728
3.4545 -0.0101 -5.0948
3.5000 -0.0101 -5.3209
-1.0000 0.0253 -3.0518
-0.9545 0.0253 -2.8697
-0.9091 0.0253 -2.6918
-0.8636 0.0253 -2.5180
-0.8182 0.0253 -2.3484
-0.7727 0.0253 -2.1829
-0.7273 0.0253 -2.0215
-0.6818 0.0253 -1.8642
-0.6364 0.0253 -1.7111
-0.5909 0.0253 -1.5621
-0.5455 0.0253 -1.4173
-0.5000 0.0253 -1.2765
-0.4545 0.0253 -1.1399
-0.4091 0.0253 -1.0075
-0.3636 0.0253 -0.8791
-0.3182 0.0253 -0.7549
-0.2727 0.0253 -0.6349
-0.2273 0.0253 -0.5190
-0.1818 0.0253 -0.4072
-0.1364 0.0253 -0.2995
-0.0909 0.0253 -0.1959
-0.0455 0.0253 -0.0965
0.0000 0.0253 -0.0013
0.0455 0.0253 0.0899
0.0909 0.0253 0.1769
0.1364 0.0253 0.2597
0.1818 0.0253 0.3385
0.2273 0.0253 0.4131
0.2727 0.0253 0.4836
0.3182 0.0253 0.5499
0.3636 0.0253 0.6121
0.4091 0.0253 0.6702
0.4545 0.0253 0.7242
0.5000 0.0253 0.7740
0.5455 0.0253 0.8197
0.5909 0.0253 0.8612
0.6364 0.0253 0.8986
0.6818 0.0253 0.9319
0.7273 0.0253 0.9611
0.7727 0.0253 0.9861
0.8182 0.0253 1.0070
0.8636 0.0253 1.0237
0.9091 0.0253 1.0364
0.9545 0.0253 1.0449
1.0000 0.0253 1.0492
1.0455 0.0253 1.0495
1.0909 0.0253 1.0456
1.1364 0.0253 1.0375
1.1818 0.0253 1.0254
1.2273 0.0253 1.0091
1.2727 0.0253 0.9886
1.3182 0.0253 0.9641
1.3636 0.0253 0.9354
1.4091 0.0253 0.9025
1.4545 0.0253 0.8656
1.5000 0.0253 0.8245
1.5455 0.0253 0.7793
1.5909 0.0253 0.7299
1.6364 0.0253 0.6764
1.6818 0.0253 0.6188
1.7273 0.0253 0.5570
1.7727 0.0253 0.4911
1.8182 0.0253 0.4211
1.8636 0.0253 0.3470
1.9091 0.0253 0.2687
1.9545 0.0253 0.1863
2.0000 0.0253 0.0997
2.0455 0.0253 0.0091
2.0909 0.0253 -0.0858
2.1364 0.0253 -0.1847
2.1818 0.0253 -0.2878
2.2273 0.0253 -0.3950
2.2727 0.0253 -0.5063
2.3182 0.0253 -0.6218
2.3636 0.0253 -0.7414
2.4091 0.0253 -0.8651
2.4545 0.0253 -0.9930
2.5000 0.0253 -1.1250
2.5455 0.0253 -1.2611
2.5909 0.0253 -1.4014
2.6364 0.0253 -1.5458
2.6818 0.0253 -1.6943
2.7273 0.0253 -1.8470
2.7727 0.0253 -2.0038
2.8182 0.0253 -2.1647
2.8636 0.0253 -2.3298
2.9091 0.0253 -2.4990
2.9545 0.0253 -2.6723
3.0000 0.0253 -2.8498
3.0455 0.0253 -3.0313
3.0909 0.0253 -3.2171
3.1364 0.0253 -3.4069
3.1818 0.0253 -3.6009
3.2273 0.0253 -3.7990
3.2727 0.0253 -4.0013
3.3182 0.0253 -4.2077
3.3636 0.0253 -4.4182
3.4091 0.0253 -4.6328
3.4545 0.0253 -4.8516
3.5000 0.0253 -5.0745
-1.0000 0.0606 -3.1286
-0.9545 0.0606 -2.9433
-0.9091 0.0606 -2.7622
-0.8636 0.0606 -2.5852
-0.8182 0.0606 -2.4123
-0.7727 0.0606 -2.2436
-0.7273 0.0606 -2.0790
-0.6818 0.0606 -1.9185
-0.6364 0.0606 -1.7622
-0.5909 0.0606 -1.6100
-0.5455 0.0606 -1.4619
-0.5000 0.0606 -1.3180
-0.4545 0.0606 -1.1781
-0.4091 0.0606 -1.0425
-0.3636 0.0606 -0.9109
-0.3182 0.0606 -0.7835
-0.2727 0.0606 -0.6602
-0.2273 0.0606 -0.5411
-0.1818 0.0606 -0.4261
-0.1364 0.0606 -0.3152
-0.0909 0.0606 -0.2084
-0.0455 0.0606 -0.1058
0.0000 0.0606 -0.0073
0.0455 0.0606 0.0870
0.0909 0.0606 0.1772
0.1364 0.0606 0.2633
0.1818 0.0606 0.3453
0.2273 0.0606 0.4231
0.2727 0.0606 0.4968
0.3182 0.0606 0.5663
0.3636 0.0606 0.6318
0.4091 0.0606 0.6931
0.4545 0.0606 0.7502
0.5000 0.0606 0.8033
0.5455 0.0606 0.8522
0.5909 0.0606 0.8969
0.6364 0.0606 0.9376
0.6818 0.0606 0.9741
0.7273 0.0606 1.0064
0.7727 0.0606 1.0347
0.8182 0.0606 1.0588
0.8636 0.0606 1.0787
0.9091 0.0606 1.0946
0.9545 0.0606 1.1063
1.0000 0.0606 1.1139
1.0455 0.0606 1.1173
1.0909 0.0606 1.1166
1.1364 0.0606 1.1118
1.1818 0.0606 1.1028
1.2273 0.0606 1.0898
1.2727 0.0606 1.0725
1.3182 0.0606 1.0512
1.3636 0.0606 1.0257
1.4091 0.0606 0.9961
1.4545 0.0606 0.9624
1.5000 0.0606 0.9245
1.5455 0.0606 0.8825
1.5909 0.0606 0.8363
1.6364 0.0606 0.7860
1.6818 0.0606 0.7316
1.7273 0.0606 0.6731
1.7727 0.0606 0.6104
1.8182 0.0606 0.5436
1.8636 0.0606 0.4727
1.9091 0.0606 0.3976
1.9545 0.0606 0.3184
2.0000 0.0606 0.2351
2.0455 0.0606 0.1476
2.0909 0.0606 0.0560
2.1364 0.0606 -0.0397
2.1818 0.0606 -0.1396
2.2273 0.0606 -0.2436
2.2727 0.0606 -0.3517
2.3182 0.0606 -0.4640
2.3636 0.0606 -0.5803
2.4091 0.0606 -0.7009
2.4545 0.0606 -0.8255
2.5000 0.0606 -0.9543
2.5455 0.0606 -1.0872
2.5909 0.0606 -1.2243
2.6364 0.0606 -1.3655
2.6818 0.0606 -1.5108
2.7273 0.0606 -1.6602
2.7727 0.0606 -1.8138
2.8182 0.0606 -1.9715
2.8636 0.0606 -2.1334
2.9091 0.0606 -2.2994
2.9545 0.0606 -2.4695
3.0000 0.0606 -2.6437
3.0455 0.0606 -2.8221
3.0909 0.0606 -3.0046
3.1364 0.0606 -3.1912
3.1818 0.0606 -3.3820
3.2273 0.0606 -3.5769
3.2727 0.0606 -3.7759
3.3182 0.0606 -3.9791
3.3636 0.0606 -4.1864
3.4091 0.0606 -4.3978
3.4545 0.0606 -4.6134
3.5000 0.0606 -4.8331
-1.0000 0.0960 -3.2103
-0.9545 0.0960 -3.0219
-0.9091 0.0960 -2.8375
-0.8636 0.0960 -2.6573
-0.8182 0.0960 -2.4812
-0.7727 0.0960 -2.3093
-0.7273 0.0960 -2.1415
-0.6818 0.0960 -1.9778
-0.6364 0.0960 -1.8182
-0.5909 0.0960 -1.6628
-0.5455 0.0960 -1.5115
-0.5000 0.0960 -1.3644
-0.4545 0.0960 -1.2214
-0.4091 0.0960 -1.0825
-0.3636 0.0960 -0.9477
-0.3182 0.0960 -0.8171
-0.2727 0.0960 -0.6906
-0.2273 0.0960 -0.5682
-0.1818 0.0960 -0.4500
-0.1364 0.0960 -0.3359
-0.0909 0.0960 -0.2259
-0.0455 0.0960 -0.1201
0.0000 0.0960 -0.0184
0.0455 0.0960 0.0792
0.0909 0.0960 0.1726
0.1364 0.0960 0.2619
0.1818 0.0960 0.3471
0.2273 0.0960 0.4281
0.2727 0.0960 0.5050
0.3182 0.0960 0.5778
0.3636 0.0960 0.6464
0.4091 0.0960 0.7109
0.4545 0.0960 0.7713
0.5000 0.0960 0.8275
